audioPath,transcription,translation
AsantiTwiFm24-EDDji66v-Tmp126-Gurp6T.ogg,ɛyɛ fɛ,It is beautiful
AsantiTwiMa23-SAeRdmwc-Tmp126-QOp74w.ogg,ɛyɛ fɛ,It is beautiful
AsantiTwiMa22-GAyYbBw7-Tmp126-Cdssuc.ogg,ɛyɛ fɛ,It is beautiful
AsantiTwiFm21-EEBdHO99-Tmp126-p4yOGJ.ogg,ɛyɛ fɛ,It is beautiful
AsantiTwiFm41-RBFjCzaF-Tmp126-ukih47.ogg,ɛyɛ fɛ,It is beautiful
AsantiTwiMa24-Fag8tXn5-Tmp126-XYzTgL.ogg,ɛyɛ fɛ,It is beautiful
AsantiTwiMa22-LKiVnqTG-Tmp126-sFQAeP.ogg,ɛyɛ fɛ,It is beautiful
AsantiTwiFm23-NAHtBqEp-Tmp126-ZwlpQw.ogg,ɛyɛ fɛ,It is beautiful
AsantiTwiMa27-DORRhZCZ-Tmp126-4ERmNm.ogg,ɛyɛ fɛ,It is beautiful
AsantiTwiMa29-EAT0SSJL-Tmp126-yHpikW.ogg,ɛyɛ fɛ,It is beautiful
AsantiTwiFm26-JAMkIGfe-Tmp126-iAmbtm.ogg,ɛyɛ fɛ,It is beautiful
AsantiTwiMa23-FKfl5IQ1-Tmp126-1YVYqx.ogg,ɛyɛ fɛ,It is beautiful
AsantiTwiFm29-DKwnuqiy-Tmp126-f85l24.ogg,ɛyɛ fɛ,It is beautiful
AsantiTwiFm22-EA5haDXk-Tmp126-AupQvI.ogg,ɛyɛ fɛ,It is beautiful
AsantiTwiFm47-ITzf6beh-Tmp126-5d2HYP.ogg,ɛyɛ fɛ,It is beautiful
AsantiTwiFm22-N dPG3wD-Tmp126-OXJlve.ogg,ɛyɛ fɛ,It is beautiful
AsantiTwiMa48-AMBhFmZW-Tmp126-sFVtJk.ogg,ɛyɛ fɛ,It is beautiful
AsantiTwiMa23-JAUoU3hu-Tmp126-gaRJKT.ogg,ɛyɛ fɛ,It is beautiful
AsantiTwiFm30-PAg4K8fA-Tmp126-QdP8Ht.ogg,ɛyɛ fɛ,It is beautiful
AsantiTwiFm21-TYJiY4vh-Tmp126-6tGe9z.ogg,ɛyɛ fɛ,It is beautiful
AsantiTwiFm25-PKxokOLV-Tmp126-MQTLLt.ogg,ɛyɛ fɛ,It is beautiful
AsantiTwiFm21-MBi5I8oJ-Tmp126-HbrHNZ.ogg,ɛyɛ fɛ,It is beautiful
AsantiTwiMa27-PKrfEKgI-Tmp126-LBw7zA.ogg,ɛyɛ fɛ,It is beautiful
AsantiTwiFm23-RAOPum1q-Tmp126-Oik4dm.ogg,ɛyɛ fɛ,It is beautiful
AsantiTwiMa23-AOHqG4Hk-Tmp126-QqCiUp.ogg,ɛyɛ fɛ,It is beautiful
AsantiTwiFm22-JAEefeQv-Tmp126-iu6GPq.ogg,ɛyɛ fɛ,It is beautiful
AsantiTwiMa19-ENzuHlXS-Tmp126-7Z7GlC.ogg,ɛyɛ fɛ,It is beautiful
AsantiTwiFm21-JD3ZPogA-Tmp126-hfdjIO.ogg,ɛyɛ fɛ,It is beautiful
AsantiTwiFm25-BAf0DSip-Tmp126-4MI0rb.ogg,ɛyɛ fɛ,It is beautiful
AsantiTwiMa30-KAzP1nzL-Tmp126-qYRpPI.ogg,ɛyɛ fɛ,It is beautiful
AsantiTwiMa30-SKUDJnDU-Tmp126-Tnv5W1.ogg,ɛyɛ fɛ,It is beautiful
AsantiTwiMa26-EOnn5ccK-Tmp126-zuErUI.ogg,ɛyɛ fɛ,It is beautiful
AsantiTwiMa19-AFY6BB0m-Tmp118-vsYaBG.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa23-SAeRdmwc-Tmp118-FF35vX.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa31-KKEY3y5b-Tmp118-E34pWz.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm29-DKwnuqiy-Tmp118-C8Poiq.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa20-LAvMOclS-Tmp118-YQKjJQ.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa28-HM7MwN94-Tmp118-ZRCUcL.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa18-AQ4wGDeL-Tmp118-o7O3tX.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm28-RDNnAGim-Tmp118-wlkodD.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm24-HA4FUUuB-Tmp118-Ig9kTt.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa40-PAHO4JO8-Tmp118-KNFoei.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm22-HLxYhSBe-Tmp118-fzh9t6.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm22-DSAHMdsw-Tmp118-llJ2Dj.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa68-MA15UjRk-Tmp118-n8DSli.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm20-A SLRKMb-Tmp118-JalspF.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm28-DTzXgkTt-Tmp118-ZIZhfT.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa31-KNGZOvPL-Tmp118-0Lv3Xy.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm26-JAMkIGfe-Tmp118-8U2Cwu.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm22-AA59atVw-Tmp118-XApdeC.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm21-LBfV5sbD-Tmp118-C6vh69.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm26-CAPRjwVE-Tmp118-Z1myw1.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa27-BAXZBKBh-Tmp118-6VEFda.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm26-BTHHcB4Y-Tmp118-SUOaQP.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa22-GAqQEaiP-Tmp118-JF0CXG.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa21-PA7RQD4c-Tmp118-ivYxIU.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm20-MAxH3hdM-Tmp118-BosV8D.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa19-ENzuHlXS-Tmp118-sBRifK.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa22-ENjgxffJ-Tmp118-hIfRsY.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa29-oKqabEV0-Tmp118-DegVXs.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm23-MMuHe3cd-Tmp118-coLeGW.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm19-VKN82htT-Tmp118-IKKt56.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa21-EAU8qhiw-Tmp118-9cfQ62.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa19-ENzuHlXS-Tmp118-1rVDDp.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa28-SCvHmuXd-Tmp118-bfMQAj.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa28-KTXBFJUs-Tmp118-8j9bNf.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm22-MAQYxgil-Tmp118-TmPlDX.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm24-EBZac303-Tmp118-qx180a.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa48-AMBhFmZW-Tmp118-UJnc76.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa30-DMlDyLuq-Tmp118-MHEYFz.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm19-MBbk8ZN2-Tmp118-aTQTfu.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa29-EADgJ1P1-Tmp118-QoWu7k.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm22-EA7u3Wcr-Tmp118-deOKM5.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm25-PKxokOLV-Tmp118-eLuzt2.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa23-EAP0rfDo-Tmp118-hhuNAZ.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa24-YLPN6Hr0-Tmp118-yYbDJ2.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa25-SArpovVY-Tmp118-trkNGv.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm22-EAMTRWvg-Tmp118-BQzUjX.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa33-JAHXKTbU-Tmp118-chShXf.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa33-EAUYJIF4-Tmp118-mT2Al1.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm40-VYYwbSqK-Tmp118-a4Guse.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm23-GLmqxvGx-Tmp118-HyfXPp.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm20-WAYCuwHN-Tmp118-NxCozf.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa22-TQnsZxsp-Tmp118-TYwURs.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa24-EHg2eUsk-Tmp118-bNBN3B.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa25-SItRBDya-Tmp118-4GzJah.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa27-BOewqZl5-Tmp118-tY9iMa.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm26-FBlZuKj9-Tmp118-zQopn5.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm22-JAEefeQv-Tmp118-T3bwyi.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa23-SEW7Sue7-Tmp118-xJG260.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa23-CAfnu8tk-Tmp118-7ttCv4.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa25-JAGgbuzf-Tmp118-HwClu7.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa26-VAKdie24-Tmp118-jNWQWX.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa22-PA9otRge-Tmp118-CPSNnM.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm41-RBFjCzaF-Tmp118-rxGfaC.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm29-EBa8yLZx-Tmp118-Yy8Xfz.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm24-FA5lyzBU-Tmp118-36OSFf.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm22-EAmgxBuU-Tmp118-fPr9Xx.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm28-JNiMCZr9-Tmp118-4ZZQLc.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa30-KAzP1nzL-Tmp118-hrIvrf.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm24-kKkyDX8L-Tmp118-SQ3gJv.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa24-KQ4cIyoF-Tmp118-kfsz1r.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa24-RAiMqklz-Tmp118-wNZu3P.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm18-MHdyb4ij-Tmp118-PIJ9ny.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa28-EAOxJuL2-Tmp118-yCRS98.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa22-LKiVnqTG-Tmp118-KQnfYM.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa27-DORRhZCZ-Tmp118-oHm9fI.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm23-NAJmX7S1-Tmp118-OeEoJ1.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa22-JBdbQfOh-Tmp118-cNZ8JN.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm25-MK9pdDu5-Tmp118-83BfbT.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm21-PC8oEqhd-Tmp118-tXFDUc.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa23-PAWhjS09-Tmp118-GYCY2j.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa24-WOU1ZpdG-Tmp118-RZHep3.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa23-ASNQhWxc-Tmp118-cgu5zO.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa24-SQETpU8D-Tmp118-kfknuS.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm21-BOaE8gwt-Tmp118-kHTk7D.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa27-CGxTk2ea-Tmp118-aIPPsB.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa26-DDpKk1bI-Tmp118-x4MHXe.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm23-FAXbTmoc-Tmp118-RxNQI6.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa25-JART851s-Tmp118-QPOvU9.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm23-BAJ9x9Kj-Tmp118-igsN9u.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa23-GAkWUqu3-Tmp118-NDxnBa.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm24-BDlTV6mS-Tmp118-MOwyCt.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm21-GOmeq57b-Tmp118-hU4BnT.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa23-BFxQifZG-Tmp118-P5jd9K.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm21-RYMO9Aal-Tmp118-u47LeU.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm53-NBpVZuRD-Tmp118-9HcQVD.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa19-AAkeawcj-Tmp118-6zct2E.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm18-NNYuf3Ef-Tmp118-S8juIE.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm19-KY7ozok0-Tmp118-StjpKR.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm19-BSYPXxMY-Tmp118-t32UPA.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa20-SLWOah2f-Tmp118-yHNRMm.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa25-CCB9p7d5-Tmp118-xOqFp0.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa20-PApjGMx4-Tmp118-QKR1I2.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm21-EBZ5Ttsf-Tmp118-AnxMJd.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm24-PEhXSi7L-Tmp118-4AIgS1.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa34-ETvLKwyE-Tmp118-HgB7eG.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm22-PQ6RJqMf-Tmp118-aNMpvR.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa19-JSVVb30H-Tmp118-kxY60J.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm24-KMK6wnOP-Tmp118-2RDX1O.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm23-TTQ3uBup-Tmp118-qSa5Uw.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa19-SNAfmNbY-Tmp118-lbAda5.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa23-GQV4kcuN-Tmp118-SYdLiV.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa24-CAchjZ3e-Tmp118-l1fVtu.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa24-MA6C999f-Tmp118-wY9vVz.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm19-NTK4MVDw-Tmp118-qOwFyT.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa27-PKrfEKgI-Tmp118-mx2zCv.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa29-CALG9QuR-Tmp118-0uzZdg.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm23-MHFMF5Wm-Tmp118-e6srhV.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa19-EAqaJzoE-Tmp118-n8hiUI.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm38-LAkAm1DN-Tmp118-HNsumF.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm30-PAg4K8fA-Tmp118-aruBRD.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa29-ECMPl0dj-Tmp118-Farsvb.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm21-DAeQWQLO-Tmp118-cXSLt9.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa21-SOTmpWaJ-Tmp118-RjZSKj.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa21-JMOC1VFS-Tmp118-lCbNmD.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm47-ITzf6beh-Tmp118-UisjOg.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm27-RAgZV9KQ-Tmp118-yISgIC.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa22-FADISLEw-Tmp118-RNe6Mb.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa22-POZcqQ0M-Tmp118-6uSnt0.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa22-EAJrwXex-Tmp118-CEmtUw.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa25-MTND7kVW-Tmp118-WdT27m.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa25-JAFefgqX-Tmp118-TcGDtu.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm20-CTwUaRZ4-Tmp118-Fps8ve.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa29-EAT0SSJL-Tmp118-liO0Ph.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa20-SQF23O2h-Tmp118-Ek722b.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa25-CCB9p7d5-Tmp118-06e6OY.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm41-RBFjCzaF-Tmp118-Aao3Cn.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm23-MKBcLgYz-Tmp118-I4seUb.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa23-AOHqG4Hk-Tmp118-orJkwe.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm25-RAv79nIc-Tmp118-IuQ5ej.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa26-JAU7Mmun-Tmp118-5MY8YT.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa21-CBQj2X88-Tmp118-ynSc39.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa29-EORdfqlz-Tmp118-p9ys2i.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa23-FAeFanIC-Tmp118-M4RE2j.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa23-BHeEL41Y-Tmp118-zjDlNK.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa26-EOnn5ccK-Tmp118-klL8c7.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa25-EE7thPDe-Tmp118-yY4QQJ.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm19-SHYw5y1R-Tmp118-viAc0G.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm36-DMeKRfHu-Tmp118-CXwTa5.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa21-TCsNRM9E-Tmp118-AksssS.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm23-AOUkiFh4-Tmp118-0SWSoa.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm23-PGbBevNS-Tmp118-gvOtK3.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa22-EOFuLICo-Tmp118-mBHRPW.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm26-CWYKxyFV-Tmp118-pnND7W.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa47-EAykkVEL-Tmp118-Gtdd1S.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa23-DAelefa2-Tmp118-2tMuI8.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa37-IA6hRddT-Tmp118-VHygzC.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa29-AAKxYEAs-Tmp118-ftQfdy.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm27-AHpAijro-Tmp118-Wnuyhh.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa24-FBRUcWWD-Tmp118-I3OmDC.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa23-JAUoU3hu-Tmp118-sqPhgb.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa21-JTWbePTw-Tmp118-2vbflY.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm24-STWjCZCq-Tmp118-6ImBBm.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa26-KOQdPViN-Tmp118-CShyrc.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm19-MQCHgCCc-Tmp118-LF1ONv.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa40-PAQ7Eoc7-Tmp118-lVZ1Iv.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa23-FKfl5IQ1-Tmp118-KxvgUT.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa31-AAGZ3pF5-Tmp118-h9xkZt.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm22-N dPG3wD-Tmp118-TOHcLw.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm23-SD4Jsm81-Tmp118-QjlYCb.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm60-MSJ1Bd5N-Tmp118-RjEH0Q.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa43-SA1nhEic-Tmp118-DGQroq.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa30-SOsZrWOW-Tmp118-P6PhHp.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm19-ANNwpn9J-Tmp118-AgdJDQ.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa23-AB44QTua-Tmp118-fY8mn7.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa26-ABLdg0RU-Tmp118-t16cmz.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa23-MA13mjb1-Tmp118-j85dIU.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa24-MSDKIy1O-Tmp118-1iVZiA.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa25-E cOH5Ys-Tmp118-wPoNRE.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiMa24-Fag8tXn5-Tmp118-ODl1AM.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
AsantiTwiFm21-SSeKyJuQ-Tmp118-hRQbNd.ogg,Dadeɛ bi twa dadeɛ bi mu,Iron cuts iron
